Date, Open, High, Low, Close, Volume
09/26/17, 16740, 16790, 16710, 16790, 1151
09/25/17, 16790, 16800, 16710, 16800, 49
09/22/17, 16790, 16810, 16750, 16810, 328
09/21/17, 16790, 16790, 16750, 16750, 50
09/20/17, 16715, 16800, 16710, 16750, 255
09/19/17, 16800, 16835, 16700, 16800, 112
09/18/17, 16845, 16845, 16750, 16750, 22
09/15/17, 16795, 16800, 16700, 16700, 479
09/14/17, 16800, 16800, 16715, 16795, 105
09/13/17, 16700, 16800, 16700, 16800, 66
09/12/17, 16800, 16800, 16800, 16800, 101
09/11/17, 16750, 16850, 16750, 16750, 1027
09/08/17, 16800, 16850, 16800, 16810, 105
09/07/17, 16700, 16860, 16700, 16750, 189
09/06/17, 16750, 16800, 16700, 16700, 144
09/05/17, 16750, 16795, 16750, 16750, 146
09/04/17, 16800, 16910, 16750, 16830, 238
09/01/17, 16800, 16900, 16800, 16900, 70
08/31/17, 16825, 16830, 16800, 16800, 167
08/30/17, 16700, 16700, 16680, 16700, 334
08/29/17, 16780, 16800, 16635, 16660, 969
08/28/17, 16840, 16840, 16755, 16780, 727
08/25/17, 16800, 16845, 16780, 16800, 759
08/24/17, 16815, 16850, 16780, 16800, 432
08/23/17, 16870, 16870, 16800, 16850, 571
08/22/17, 16840, 16900, 16755, 16900, 248
08/21/17, 16910, 16910, 16780, 16890, 679
08/17/17, 16950, 16960, 16830, 16835, 360
08/16/17, 16950, 16975, 16805, 16890, 88
08/15/17, 16805, 16975, 16800, 16975, 179
08/14/17, 16995, 16995, 16760, 16990, 278
08/11/17, 16940, 17000, 16750, 17000, 537
08/10/17, 16840, 17000, 16795, 17000, 1006
08/09/17, 16900, 16900, 16790, 16850, 173
08/08/17, 16860, 16900, 16765, 16900, 593
08/07/17, 16750, 16880, 16750, 16880, 198
08/04/17, 16820, 16880, 16750, 16880, 95
08/03/17, 16820, 16820, 16750, 16750, 411
08/02/17, 16705, 16820, 16705, 16820, 190
08/01/17, 16740, 16750, 16725, 16740, 523
07/31/17, 16750, 16750, 16700, 16700, 71
07/28/17, 16750, 16750, 16730, 16730, 83
07/27/17, 16700, 16740, 16680, 16700, 85
07/26/17, 16750, 16750, 16670, 16680, 386
07/25/17, 16730, 16750, 16700, 16745, 274
07/24/17, 16750, 16750, 16650, 16700, 376
07/21/17, 16700, 16750, 16660, 16750, 408
07/20/17, 16680, 16700, 16620, 16695, 131
07/19/17, 16725, 16730, 16700, 16700, 52
07/18/17, 16650, 16750, 16650, 16700, 532
07/17/17, 16680, 16690, 16650, 16680, 1043
07/14/17, 16900, 16900, 16750, 16750, 369
07/13/17, 16870, 16995, 16870, 16900, 743
07/12/17, 17195, 17195, 16750, 16880, 1636
07/11/17, 17780, 17800, 17640, 17800, 846
07/10/17, 17900, 17900, 17780, 17800, 811
07/07/17, 17890, 17910, 17890, 17900, 358
07/06/17, 17910, 17970, 17890, 17905, 699
07/05/17, 17865, 17980, 17865, 17910, 48
07/04/17, 17910, 17990, 17850, 17850, 860
07/03/17, 17900, 17995, 17850, 17850, 1096
06/30/17, 17850, 17890, 17800, 17890, 358
06/29/17, 17715, 17875, 17710, 17850, 100
06/28/17, 17700, 17850, 17660, 17850, 567
06/27/17, 17700, 17745, 17690, 17745, 341
06/26/17, 17700, 17700, 17685, 17700, 508
06/23/17, 17710, 17750, 17660, 17700, 496
06/22/17, 17700, 17830, 17650, 17710, 609
06/21/17, 17700, 17700, 17695, 17700, 139
06/20/17, 17685, 17710, 17685, 17700, 270
06/19/17, 17700, 17710, 17680, 17710, 352
06/16/17, 17700, 17700, 17680, 17690, 160
06/15/17, 17730, 17730, 17650, 17700, 244
06/14/17, 17700, 17730, 17700, 17730, 726
06/13/17, 17700, 17740, 17650, 17650, 730
06/12/17, 17650, 17740, 17625, 17740, 222
06/09/17, 17685, 17750, 17650, 17750, 463
06/08/17, 17680, 17690, 17635, 17650, 1082
06/07/17, 17690, 17700, 17580, 17685, 802
06/06/17, 17665, 17700, 17600, 17620, 445
06/02/17, 17790, 17790, 17650, 17700, 130
06/01/17, 17785, 17785, 17690, 17750, 356
05/31/17, 17600, 17795, 17550, 17585, 409
05/30/17, 17600, 17650, 17555, 17650, 180
05/29/17, 17650, 17650, 17550, 17600, 214
05/26/17, 17700, 17700, 17580, 17580, 92
05/25/17, 17620, 17750, 17570, 17720, 1198
05/24/17, 17380, 17500, 17380, 17500, 2426
05/23/17, 17400, 17400, 17255, 17310, 390
05/22/17, 17350, 17445, 17110, 17445, 5728
05/19/17, 17420, 17485, 17300, 17350, 135
05/18/17, 17315, 17500, 17300, 17400, 604
05/17/17, 17600, 17650, 17260, 17315, 339
05/16/17, 17510, 17595, 17400, 17405, 439
05/15/17, 17495, 17510, 17400, 17500, 1054
05/12/17, 17300, 17460, 17300, 17400, 396
05/11/17, 17320, 17330, 17300, 17300, 122
05/10/17, 17280, 17300, 17200, 17215, 240
05/09/17, 17280, 17300, 17280, 17280, 134
05/08/17, 17280, 17295, 17225, 17280, 239
05/05/17, 17250, 17250, 17050, 17050, 109
05/04/17, 17230, 17230, 17230, 17230, 40
05/03/17, 17250, 17300, 17200, 17230, 417
05/02/17, 17055, 17245, 17000, 17225, 309
04/28/17, 17100, 17245, 17050, 17050, 54
04/27/17, 17050, 17050, 17000, 17000, 276
04/26/17, 17100, 17100, 17030, 17030, 322
04/25/17, 17100, 17280, 17100, 17250, 292
04/24/17, 17180, 17200, 17105, 17105, 383
04/21/17, 17015, 17200, 17010, 17150, 522
04/20/17, 17190, 17200, 17190, 17200, 104
04/19/17, 17130, 17200, 16970, 17200, 430
04/18/17, 17100, 17150, 16950, 16965, 323
04/13/17, 17000, 17050, 17000, 17000, 69
04/12/17, 16795, 16975, 16680, 16970, 464
04/11/17, 17100, 17100, 16455, 16680, 6325
04/10/17, 17100, 17100, 17095, 17100, 82
04/07/17, 17100, 17100, 17095, 17100, 161
04/06/17, 17100, 17100, 17070, 17100, 843
04/05/17, 17100, 17100, 17060, 17070, 216
04/04/17, 17100, 17100, 17070, 17070, 120
04/03/17, 17100, 17100, 17070, 17095, 226
03/31/17, 17100, 17100, 17080, 17080, 95
03/30/17, 17100, 17100, 17100, 17100, 18
03/29/17, 17100, 17100, 17100, 17100, 6415
03/28/17, 17080, 17100, 17050, 17050, 236
03/27/17, 17100, 17200, 17100, 17100, 148
03/24/17, 17285, 17285, 17100, 17105, 125
03/23/17, 17200, 17200, 17175, 17190, 41
03/22/17, 17170, 17235, 17150, 17200, 192
03/21/17, 17175, 17200, 17170, 17170, 166
03/20/17, 17240, 17240, 17175, 17175, 1131
03/17/17, 17185, 17245, 17180, 17245, 1127
03/16/17, 17230, 17240, 17170, 17185, 1499
03/14/17, 17205, 17250, 17205, 17250, 165
03/13/17, 17280, 17280, 17200, 17205, 71
03/10/17, 17205, 17235, 17200, 17200, 382
03/09/17, 17200, 17235, 17195, 17200, 462
03/08/17, 17230, 17235, 17200, 17235, 329
03/07/17, 17240, 17240, 17200, 17200, 552
03/06/17, 17380, 17380, 17200, 17200, 187
03/03/17, 17200, 17240, 17200, 17240, 324
03/02/17, 17250, 17250, 17200, 17200, 164
03/01/17, 17260, 17265, 17200, 17250, 1227
02/28/17, 17265, 17265, 17200, 17250, 272
02/27/17, 17290, 17290, 17200, 17200, 1312
02/24/17, 17200, 17350, 17200, 17210, 313
02/23/17, 17225, 17555, 17225, 17300, 698
02/22/17, 17255, 17255, 17250, 17250, 29
02/21/17, 17360, 17360, 17250, 17250, 163
02/20/17, 17170, 17285, 17170, 17285, 145
02/17/17, 17205, 17285, 17170, 17240, 351
02/16/17, 17205, 17210, 17205, 17210, 94
02/15/17, 17220, 17300, 17200, 17200, 118
02/14/17, 17195, 17300, 17165, 17225, 641
02/13/17, 17200, 17200, 17150, 17200, 265
02/10/17, 17150, 17190, 17150, 17190, 90
02/09/17, 17190, 17190, 17190, 17190, 140
02/08/17, 17195, 17200, 17120, 17150, 314
02/07/17, 17195, 17195, 17120, 17190, 550
02/06/17, 17200, 17200, 17130, 17150, 167
02/03/17, 17200, 17280, 17125, 17150, 1333
02/02/17, 17200, 17200, 17190, 17190, 58
02/01/17, 17200, 17210, 17195, 17200, 439
01/31/17, 17200, 17230, 17170, 17200, 77
01/30/17, 17140, 17250, 17125, 17150, 130
01/27/17, 17170, 17190, 17125, 17190, 229
01/26/17, 17200, 17200, 17200, 17200, 387
01/25/17, 17200, 17300, 17160, 17170, 888
01/24/17, 17185, 17185, 17150, 17150, 272
01/23/17, 17170, 17200, 17155, 17170, 645
01/19/17, 17200, 17290, 17160, 17160, 511
01/18/17, 17200, 17250, 17155, 17200, 623
01/17/17, 17210, 17230, 17155, 17200, 576
01/16/17, 17200, 17240, 17170, 17200, 805
01/13/17, 17190, 17190, 17170, 17190, 219
01/12/17, 17190, 17250, 17190, 17200, 271
01/11/17, 17200, 17200, 17190, 17190, 158
01/10/17, 17170, 17250, 17170, 17200, 542
01/09/17, 17150, 17200, 17125, 17150, 961
01/06/17, 17300, 17420, 17170, 17200, 821
01/05/17, 17200, 17200, 17150, 17200, 321
01/04/17, 17175, 17300, 17175, 17190, 1222
01/03/17, 17095, 17200, 17090, 17200, 219
01/02/17, 17100, 17135, 17080, 17080, 395
12/30/16, 17100, 17100, 17100, 17100, 310
12/29/16, 17175, 17200, 17100, 17200, 655
12/28/16, 17150, 17170, 17020, 17170, 483
12/27/16, 17100, 17150, 17090, 17100, 204
12/23/16, 17100, 17130, 17050, 17050, 102
12/22/16, 17100, 17100, 17000, 17100, 232
12/21/16, 17000, 17050, 16995, 17000, 301
12/20/16, 16990, 17000, 16990, 16990, 185
12/19/16, 16995, 16995, 16980, 16990, 120
12/16/16, 17000, 17000, 16990, 16995, 461
12/15/16, 17000, 17000, 17000, 17000, 52
12/14/16, 17000, 17000, 16995, 17000, 163
12/13/16, 17000, 17000, 16995, 17000, 360
12/12/16, 17000, 17000, 16980, 16980, 251
12/09/16, 17000, 17000, 16980, 17000, 655
12/08/16, 17010, 17050, 16975, 17000, 321
12/07/16, 17040, 17050, 17000, 17000, 757
12/06/16, 17050, 17050, 17000, 17000, 1302
12/05/16, 17050, 17050, 17025, 17025, 600
12/02/16, 17050, 17050, 17035, 17050, 847
12/01/16, 17050, 17100, 17050, 17050, 677
11/30/16, 17050, 17050, 17050, 17050, 234
11/29/16, 17100, 17100, 17045, 17050, 892
11/28/16, 17170, 17170, 17100, 17100, 30
11/25/16, 17175, 17175, 17080, 17170, 111
11/24/16, 17140, 17140, 17080, 17080, 219
11/23/16, 17100, 17160, 17100, 17160, 314
11/22/16, 17105, 17180, 17100, 17180, 220
11/21/16, 17100, 17100, 17100, 17100, 61
11/18/16, 17180, 17200, 17180, 17180, 1035
11/17/16, 17085, 17085, 17050, 17050, 400
11/16/16, 17085, 17100, 17085, 17100, 252
11/15/16, 17085, 17085, 17085, 17085, 1
11/14/16, 17130, 17180, 17100, 17100, 130
11/11/16, 17100, 17150, 17100, 17100, 325
11/10/16, 17100, 17150, 17100, 17100, 436
11/09/16, 17050, 17100, 17045, 17100, 482
11/08/16, 17080, 17080, 17050, 17080, 229
11/07/16, 17080, 17080, 17050, 17050, 254
11/04/16, 17100, 17180, 17050, 17080, 565
11/03/16, 17050, 17060, 17045, 17050, 218
11/02/16, 17050, 17080, 17050, 17050, 133
10/28/16, 17080, 17080, 17050, 17050, 87
10/27/16, 17080, 17080, 17045, 17080, 88
10/26/16, 17060, 17060, 17050, 17050, 39
10/25/16, 17070, 17080, 17050, 17050, 242
10/24/16, 17090, 17090, 17070, 17070, 147
10/21/16, 17100, 17100, 17050, 17050, 585
10/20/16, 17180, 17180, 17050, 17050, 1493
10/19/16, 17100, 17190, 17070, 17100, 1039
10/18/16, 17100, 17100, 17050, 17075, 444
10/17/16, 17100, 17180, 17100, 17180, 324
10/14/16, 17240, 17250, 17100, 17100, 59
10/13/16, 17200, 17200, 17100, 17100, 45
10/12/16, 17150, 17200, 17100, 17180, 180
10/11/16, 17140, 17140, 17070, 17070, 134
10/10/16, 17140, 17140, 17130, 17140, 58
10/07/16, 17150, 17150, 17150, 17150, 12
10/06/16, 17140, 17140, 17050, 17050, 288
10/05/16, 17150, 17150, 17070, 17140, 19
10/04/16, 17130, 17130, 17055, 17055, 91
10/03/16, 17100, 17250, 17100, 17250, 263
09/30/16, 17100, 17100, 17055, 17100, 185
09/29/16, 17105, 17105, 17070, 17100, 115
09/28/16, 17090, 17120, 17080, 17105, 268
09/27/16, 17130, 17130, 17090, 17090, 22
09/26/16, 17120, 17120, 17100, 17100, 79
09/23/16, 17130, 17130, 17100, 17100, 247
09/22/16, 17105, 17130, 17095, 17130, 213
09/21/16, 17120, 17130, 17120, 17130, 110
09/20/16, 17140, 17150, 17105, 17105, 279
09/19/16, 17150, 17170, 17140, 17150, 506
09/16/16, 17100, 17170, 17100, 17150, 70
09/15/16, 17110, 17110, 17080, 17080, 242
09/14/16, 17170, 17170, 17170, 17170, 80
09/13/16, 17165, 17170, 17165, 17170, 15
09/12/16, 17165, 17165, 17165, 17165, 2
09/09/16, 17160, 17160, 17100, 17100, 103
09/08/16, 17195, 17195, 17100, 17100, 7
09/07/16, 17180, 17245, 17080, 17085, 825
09/06/16, 17200, 17200, 17150, 17150, 229
09/05/16, 17195, 17200, 17195, 17200, 40
09/02/16, 17200, 17200, 17180, 17180, 26
09/01/16, 17150, 17250, 17150, 17200, 386
08/31/16, 17200, 17300, 17200, 17200, 507
08/30/16, 17200, 17200, 17200, 17200, 20
08/29/16, 17200, 17200, 17100, 17195, 66
08/26/16, 17120, 17200, 17100, 17195, 206
08/25/16, 17120, 17120, 17120, 17120, 8
08/24/16, 17250, 17250, 17250, 17250, 5
08/23/16, 17250, 17250, 17250, 17250, 200
08/22/16, 17295, 17295, 17110, 17200, 37
08/19/16, 17300, 17300, 17110, 17260, 82
08/18/16, 17200, 17200, 17150, 17200, 569
08/17/16, 17290, 17290, 17140, 17140, 11
08/16/16, 17200, 17300, 17110, 17300, 258
08/15/16, 17100, 17100, 17100, 17100, 18
08/12/16, 17200, 17200, 17115, 17200, 345
08/11/16, 17200, 17250, 17200, 17200, 56
08/10/16, 17200, 17200, 17200, 17200, 20
08/09/16, 17065, 17300, 17065, 17200, 561
08/08/16, 17095, 17095, 17055, 17065, 178
08/05/16, 17150, 17150, 17090, 17095, 475
08/04/16, 17195, 17195, 17195, 17195, 9
08/03/16, 17215, 17215, 17200, 17200, 13
08/02/16, 17090, 17100, 17085, 17085, 291
08/01/16, 17115, 17195, 17080, 17100, 354
07/29/16, 17190, 17200, 17100, 17200, 137
07/28/16, 17200, 17200, 17190, 17200, 227
07/27/16, 17200, 17240, 17110, 17190, 268
07/26/16, 17290, 17290, 17200, 17200, 109
07/25/16, 17300, 17300, 17150, 17295, 70
07/22/16, 17285, 17285, 17275, 17280, 77
07/21/16, 17220, 17280, 17200, 17270, 147
07/20/16, 17250, 17250, 17080, 17200, 51
07/19/16, 17210, 17300, 17035, 17300, 456
07/18/16, 17210, 17210, 17210, 17210, 32
07/15/16, 17220, 17220, 17165, 17190, 238
07/14/16, 17390, 17390, 17160, 17200, 111
07/13/16, 17870, 17870, 17160, 17390, 1047
07/12/16, 17880, 17880, 17865, 17880, 913
07/11/16, 17800, 17880, 17800, 17880, 724
07/08/16, 17800, 17870, 17800, 17800, 197
07/07/16, 17900, 17900, 17800, 17880, 367
07/06/16, 17840, 17890, 17800, 17880, 753
07/05/16, 17800, 17800, 17700, 17800, 318
07/04/16, 17835, 17835, 17800, 17800, 135
07/01/16, 17875, 17880, 17830, 17830, 133
06/30/16, 17890, 17890, 17890, 17890, 12
06/29/16, 17850, 17850, 17800, 17800, 107
06/28/16, 17700, 17880, 17675, 17800, 554
06/27/16, 17780, 17780, 17680, 17700, 319
06/24/16, 17770, 17790, 17650, 17790, 565
06/23/16, 17805, 17805, 17800, 17805, 585
06/22/16, 17860, 17880, 17805, 17805, 65
06/21/16, 17890, 17890, 17760, 17860, 122
06/20/16, 17840, 17840, 17800, 17800, 259
06/17/16, 17950, 17950, 17800, 17800, 687
06/16/16, 17780, 17900, 17750, 17880, 705
06/15/16, 17850, 17850, 17820, 17820, 36
06/14/16, 17850, 17850, 17790, 17790, 70
06/13/16, 17895, 17900, 17800, 17800, 418
06/10/16, 17900, 17900, 17890, 17895, 252
06/09/16, 17930, 17930, 17800, 17900, 1561
06/08/16, 17785, 17945, 17750, 17945, 493
06/07/16, 17750, 17790, 17700, 17750, 381
06/06/16, 17700, 17750, 17700, 17700, 39
06/03/16, 17750, 17800, 17700, 17700, 228
06/02/16, 17800, 17815, 17750, 17800, 750
06/01/16, 17800, 17800, 17730, 17750, 388
05/31/16, 17700, 17800, 17700, 17700, 378
05/30/16, 17635, 17635, 17610, 17610, 185
05/27/16, 17700, 17850, 17700, 17700, 337
05/26/16, 17675, 17695, 17600, 17680, 281
05/25/16, 17895, 17940, 17655, 17680, 214
05/24/16, 17700, 17950, 17600, 17615, 381
05/23/16, 17640, 17650, 17640, 17650, 219
05/20/16, 17700, 17700, 17645, 17645, 115
05/19/16, 17710, 17710, 17650, 17650, 185
05/18/16, 17710, 17895, 17710, 17895, 42
05/17/16, 17785, 17900, 17710, 17800, 188
05/13/16, 17720, 17735, 17540, 17680, 64
05/12/16, 17650, 17720, 17630, 17720, 98
05/11/16, 17515, 17650, 17515, 17650, 99
05/10/16, 17500, 17680, 17500, 17600, 96
05/09/16, 17550, 17630, 17550, 17630, 30
05/06/16, 17440, 17500, 17440, 17500, 64
05/05/16, 17450, 17450, 17440, 17440, 34
05/04/16, 17600, 17680, 17455, 17680, 75
05/03/16, 17680, 17700, 17600, 17600, 195
05/02/16, 17465, 17695, 17465, 17690, 144
04/29/16, 17500, 17500, 17350, 17350, 76
04/28/16, 17555, 17555, 17350, 17415, 263
04/27/16, 17530, 17695, 17360, 17365, 197
04/26/16, 17555, 17555, 17380, 17380, 99
04/25/16, 17300, 17400, 17280, 17400, 232
04/22/16, 17335, 17490, 17300, 17300, 452
04/21/16, 17340, 17400, 17340, 17340, 30
04/20/16, 17335, 17400, 17320, 17325, 229
04/19/16, 17350, 17580, 17315, 17330, 127
04/18/16, 17395, 17500, 17315, 17315, 174
04/15/16, 17350, 17530, 17330, 17345, 609
04/14/16, 17500, 17500, 17350, 17490, 219
04/13/16, 17350, 17350, 17350, 17350, 223
04/12/16, 17460, 17460, 17350, 17400, 159
04/11/16, 17740, 17740, 17355, 17700, 427
04/08/16, 17645, 17645, 17350, 17350, 45
04/07/16, 17360, 17410, 17350, 17350, 188
04/06/16, 17400, 17950, 17350, 17355, 232
04/05/16, 17405, 17520, 17350, 17350, 286
04/04/16, 17520, 17550, 17310, 17405, 228
04/01/16, 17500, 17700, 17310, 17480, 309
03/31/16, 17275, 17500, 17195, 17500, 851
03/30/16, 17300, 17300, 17250, 17250, 728
03/29/16, 17400, 17400, 17150, 17295, 203
03/24/16, 17210, 17395, 17120, 17395, 497
03/23/16, 17295, 17295, 17250, 17250, 145
03/22/16, 17095, 17315, 17090, 17200, 2386
03/21/16, 17345, 17345, 17105, 17150, 493
03/18/16, 17225, 17395, 17200, 17200, 706
03/17/16, 17150, 17150, 17150, 17150, 269
03/16/16, 17300, 17310, 17245, 17275, 1099
03/11/16, 17400, 17450, 17320, 17320, 724
03/10/16, 17400, 17600, 17400, 17450, 267
03/09/16, 17495, 17495, 17325, 17400, 205
03/08/16, 17310, 17495, 17300, 17495, 237
03/07/16, 17490, 17490, 17300, 17320, 243
03/04/16, 17505, 17600, 17360, 17360, 336
03/03/16, 17415, 17505, 17320, 17500, 2111
03/02/16, 17440, 17785, 17325, 17420, 1572
03/01/16, 17640, 17790, 17410, 17790, 305
02/29/16, 17800, 17800, 17695, 17695, 11
02/26/16, 17765, 17800, 17765, 17780, 99
02/25/16, 17510, 17800, 17365, 17620, 454
02/24/16, 17800, 17800, 17500, 17500, 985
02/23/16, 17800, 17800, 17800, 17800, 6
02/22/16, 17800, 17800, 17695, 17770, 8
02/18/16, 17700, 17875, 17700, 17875, 76
02/17/16, 17800, 17800, 17700, 17700, 152
02/16/16, 17575, 17890, 17575, 17890, 46
02/15/16, 17800, 17800, 17325, 17325, 335
02/12/16, 17500, 17530, 17500, 17500, 286
02/11/16, 17895, 17900, 17700, 17700, 31
02/10/16, 17700, 17900, 17600, 17895, 123
02/09/16, 17800, 18070, 17800, 18000, 180
02/08/16, 17950, 17950, 17800, 17800, 172
02/05/16, 17850, 18050, 17850, 18050, 22
02/04/16, 18000, 18000, 18000, 18000, 6
02/03/16, 17900, 18100, 17820, 17820, 328
02/02/16, 17900, 17900, 17900, 17900, 28
02/01/16, 17785, 17950, 17710, 17950, 114
01/28/16, 17990, 17990, 17990, 17990, 2
01/27/16, 17710, 17995, 17710, 17995, 30
01/26/16, 17990, 18085, 17690, 17690, 283
01/25/16, 17835, 18090, 17805, 17805, 183
01/21/16, 17760, 17760, 17700, 17750, 281
01/20/16, 17850, 17850, 17770, 17770, 36
01/19/16, 17835, 17850, 17835, 17850, 64
01/18/16, 17760, 17840, 17760, 17790, 275
01/15/16, 17765, 17765, 17760, 17760, 15
01/13/16, 17855, 17855, 17855, 17855, 700
01/11/16, 17795, 17880, 17750, 17860, 191
01/08/16, 17800, 17880, 17750, 17800, 400
01/07/16, 17800, 17880, 17800, 17880, 63
01/06/16, 17880, 17880, 17880, 17880, 42
01/05/16, 17880, 17880, 17880, 17880, 103
01/04/16, 17800, 17850, 17800, 17850, 148
12/30/15, 17820, 17850, 17820, 17850, 73
12/29/15, 17820, 17820, 17800, 17800, 195
12/28/15, 17800, 17810, 17800, 17800, 117
12/23/15, 17750, 17850, 17750, 17850, 250
12/22/15, 17800, 17800, 17800, 17800, 73
12/21/15, 17725, 17800, 17725, 17800, 31
12/18/15, 17800, 17800, 17800, 17800, 60
12/17/15, 17795, 17800, 17600, 17800, 196
12/16/15, 17795, 17795, 17795, 17795, 11
12/15/15, 17750, 17780, 17700, 17780, 48
12/14/15, 17780, 17780, 17750, 17750, 34
12/11/15, 17785, 17795, 17750, 17750, 120
12/10/15, 17770, 17770, 17770, 17770, 2
12/09/15, 17605, 17775, 17605, 17775, 191
12/08/15, 17550, 17600, 17550, 17600, 79
12/07/15, 17500, 17530, 17500, 17530, 70
12/04/15, 17500, 17500, 17480, 17500, 60
12/03/15, 17510, 17510, 17510, 17510, 18
12/02/15, 17505, 17510, 17500, 17500, 17
11/30/15, 17500, 17510, 17500, 17510, 352
11/27/15, 17450, 17500, 17255, 17480, 152
11/26/15, 17500, 17500, 17205, 17450, 186
11/25/15, 17500, 17500, 17490, 17500, 183
11/24/15, 17400, 17490, 17400, 17490, 94
11/23/15, 17400, 17400, 17400, 17400, 5
11/19/15, 17400, 17410, 17400, 17400, 628
11/18/15, 17400, 17400, 17400, 17400, 10
11/17/15, 17410, 17410, 17400, 17400, 20
11/16/15, 17245, 17500, 17245, 17500, 200
11/13/15, 17200, 17200, 17200, 17200, 5
11/12/15, 17110, 17110, 17110, 17110, 3
11/11/15, 17105, 17105, 17105, 17105, 9
11/09/15, 17000, 17000, 16995, 16995, 4
11/06/15, 17005, 17010, 17000, 17000, 179
11/05/15, 17050, 17050, 16995, 17050, 49
11/04/15, 17000, 17050, 17000, 17050, 14
11/02/15, 17150, 17150, 17005, 17005, 23
10/30/15, 17050, 17150, 16910, 17150, 147
10/29/15, 17200, 17200, 16950, 17000, 235
10/28/15, 17100, 17100, 17100, 17100, 20
10/27/15, 17100, 17180, 17100, 17180, 110
10/26/15, 17010, 17150, 17010, 17150, 30
10/22/15, 17155, 17155, 17155, 17155, 27
10/21/15, 17005, 17005, 17005, 17005, 14
10/20/15, 17190, 17195, 17190, 17195, 23
10/19/15, 17200, 17200, 17000, 17000, 45
10/16/15, 17250, 17260, 17200, 17200, 60
10/15/15, 17195, 17285, 17195, 17285, 30
10/14/15, 17000, 17050, 16815, 17050, 251
10/13/15, 16950, 17000, 16950, 17000, 51
10/12/15, 17150, 17200, 16815, 17000, 125
10/09/15, 16950, 16950, 16950, 16950, 12
10/07/15, 17100, 17100, 17100, 17100, 13
10/06/15, 16995, 17000, 16995, 17000, 6
10/05/15, 16900, 16900, 16800, 16800, 30
10/02/15, 16995, 16995, 16760, 16760, 14
10/01/15, 16995, 16995, 16995, 16995, 2
09/30/15, 17070, 17075, 16995, 17000, 24
09/29/15, 16910, 16910, 16540, 16540, 120
09/28/15, 17200, 17200, 16905, 16905, 130
09/25/15, 17200, 17200, 17200, 17200, 70
09/24/15, 17250, 17300, 17250, 17300, 115
09/23/15, 16905, 16940, 16900, 16940, 15
09/22/15, 16990, 16990, 16990, 16990, 56
09/21/15, 16960, 17000, 16960, 17000, 83
09/18/15, 16980, 16980, 16950, 16975, 637
09/17/15, 16910, 16950, 16910, 16950, 218
09/16/15, 16905, 16905, 16905, 16905, 1
09/15/15, 16920, 16950, 16920, 16950, 113
09/14/15, 16950, 16980, 16950, 16975, 32
09/11/15, 17000, 17000, 16950, 16950, 109
09/09/15, 16910, 17100, 16855, 17100, 115
09/08/15, 17050, 17050, 17050, 17050, 20
09/07/15, 17050, 17050, 16760, 16900, 112
09/04/15, 17300, 17300, 17300, 17300, 18
09/03/15, 17000, 17330, 17000, 17010, 173
09/01/15, 17155, 17170, 17000, 17000, 84
08/28/15, 17175, 17180, 17175, 17180, 43
08/27/15, 17000, 17200, 17000, 17200, 27
08/26/15, 16745, 16800, 16500, 16800, 90
08/25/15, 16580, 16750, 16540, 16720, 380
08/24/15, 17055, 17055, 16500, 16590, 347
08/19/15, 17330, 17330, 17330, 17330, 9
08/18/15, 17075, 17300, 17070, 17300, 11
08/17/15, 17350, 17350, 17350, 17350, 20
08/14/15, 17295, 17350, 17295, 17350, 115
08/13/15, 17200, 17200, 17200, 17200, 10
08/12/15, 17050, 17050, 17000, 17000, 136
08/11/15, 17095, 17095, 17000, 17000, 461
08/10/15, 17070, 17430, 17070, 17225, 89
08/07/15, 17200, 17325, 17055, 17100, 117
08/06/15, 17150, 17170, 17100, 17100, 165
08/05/15, 17500, 17500, 17150, 17150, 1527
08/04/15, 17475, 17480, 17475, 17480, 7
08/03/15, 17450, 17480, 17450, 17480, 361
07/31/15, 17390, 17400, 17150, 17150, 779
07/30/15, 17375, 17390, 17375, 17390, 39
07/29/15, 17385, 17400, 17255, 17255, 171
07/28/15, 17280, 17350, 17160, 17350, 238
07/27/15, 17200, 17280, 17150, 17150, 390
07/24/15, 17245, 17275, 17150, 17150, 268
07/23/15, 17100, 17180, 17100, 17180, 36
07/22/15, 17195, 17195, 17195, 17195, 31
07/21/15, 17150, 17290, 17150, 17195, 42
07/20/15, 17050, 17100, 17010, 17100, 99
07/17/15, 17180, 17180, 17000, 17000, 115
07/16/15, 17400, 17400, 17000, 17180, 204
07/15/15, 17000, 17495, 17000, 17400, 192
07/14/15, 18080, 18095, 17850, 18090, 523
07/13/15, 18000, 18100, 17850, 18000, 368
07/10/15, 18000, 18050, 18000, 18040, 827
07/09/15, 17700, 18000, 17700, 18000, 705
07/08/15, 17950, 17950, 17700, 17700, 643
07/07/15, 17905, 17990, 17860, 17860, 12983
07/06/15, 17870, 17985, 17205, 17985, 108
07/02/15, 17910, 17950, 17860, 17860, 219
07/01/15, 17995, 18000, 17850, 17855, 184
06/30/15, 18000, 18025, 18000, 18025, 100
06/29/15, 18100, 18100, 17935, 18000, 240
06/26/15, 17200, 18200, 17200, 18000, 259
06/25/15, 18200, 18210, 16900, 17100, 466
06/24/15, 18190, 18200, 18100, 18190, 271
06/23/15, 18000, 18150, 18000, 18110, 225
06/22/15, 18000, 18000, 17900, 17900, 83
06/19/15, 17995, 17995, 17820, 17820, 5
06/18/15, 17940, 18140, 17940, 18140, 647
