Date, Open, High, Low, Close, Volume
01/13/20, 17650, 17650, 17600, 17600, 352
01/10/20, 17600, 17650, 17500, 17650, 170
01/09/20, 17600, 17650, 17500, 17650, 244
01/08/20, 17600, 17600, 17600, 17600, 205
01/07/20, 17600, 17600, 17600, 17600, 36
01/06/20, 17600, 17650, 17500, 17500, 631
01/03/20, 17550, 17650, 17500, 17650, 112
01/02/20, 17650, 17650, 17550, 17550, 125
12/30/19, 17550, 17650, 17550, 17650, 179
12/23/19, 17600, 17650, 17550, 17650, 690
12/20/19, 17500, 17600, 17450, 17600, 143
12/19/19, 17500, 17500, 17400, 17500, 132
12/18/19, 17650, 17650, 17500, 17500, 158
12/17/19, 17550, 17650, 17500, 17500, 101
12/16/19, 17650, 17650, 17500, 17500, 247
12/13/19, 17500, 17650, 17500, 17650, 268
12/12/19, 17400, 17400, 17400, 17400, 2
12/11/19, 17600, 17600, 17350, 17350, 279
12/10/19, 17600, 17650, 17500, 17650, 213
12/09/19, 17400, 17600, 17400, 17600, 138
12/06/19, 17600, 17600, 17400, 17400, 57
12/05/19, 17300, 17650, 17300, 17450, 34
12/04/19, 17300, 17600, 17300, 17600, 1061
12/03/19, 17500, 17500, 17350, 17350, 253
12/02/19, 17500, 17500, 17500, 17500, 40
11/29/19, 17350, 17400, 17300, 17400, 53
11/28/19, 17650, 17650, 17300, 17550, 459
11/27/19, 17650, 17650, 17600, 17600, 58
11/26/19, 17600, 17650, 17600, 17650, 64
11/25/19, 17600, 17650, 17500, 17650, 795
11/22/19, 17600, 17600, 17600, 17600, 155
11/21/19, 17500, 17550, 17500, 17550, 71
11/20/19, 17550, 17550, 17500, 17550, 51
11/19/19, 17550, 17550, 17500, 17550, 87
11/18/19, 17550, 17600, 17500, 17550, 660
11/15/19, 17450, 17550, 17450, 17450, 38
11/14/19, 17500, 17600, 17450, 17450, 668
11/13/19, 17500, 17500, 17450, 17450, 192
11/12/19, 17300, 17450, 17300, 17450, 271
11/11/19, 17300, 17300, 17250, 17300, 997
11/08/19, 17400, 17400, 17250, 17300, 516
11/07/19, 17500, 17500, 17400, 17400, 277
11/06/19, 17500, 17500, 17300, 17500, 168
11/05/19, 17300, 17500, 17300, 17300, 580
11/04/19, 17350, 17350, 17300, 17350, 54
10/30/19, 17400, 17400, 17400, 17400, 299
10/29/19, 17400, 17400, 17400, 17400, 287
10/28/19, 17300, 17300, 17150, 17300, 280
10/25/19, 17300, 17300, 17300, 17300, 182
10/24/19, 17250, 17250, 17150, 17150, 49
10/21/19, 17200, 17300, 17100, 17100, 304
10/18/19, 17200, 17200, 17200, 17200, 80
10/17/19, 17150, 17200, 17100, 17200, 132
10/16/19, 17150, 17150, 17100, 17100, 395
10/15/19, 17150, 17200, 17100, 17100, 66
10/14/19, 17150, 17150, 17150, 17150, 28
10/11/19, 17250, 17250, 17200, 17200, 92
10/10/19, 17250, 17300, 17250, 17300, 39
10/09/19, 17300, 17300, 17250, 17300, 174
10/08/19, 17200, 17300, 17200, 17300, 35
10/07/19, 17300, 17300, 17250, 17250, 134
10/04/19, 17300, 17300, 17300, 17300, 107
10/03/19, 17400, 17400, 17100, 17100, 150
10/02/19, 17300, 17400, 17250, 17400, 162
10/01/19, 17350, 17500, 17200, 17250, 417
09/30/19, 17000, 17500, 17000, 17000, 593
09/27/19, 17000, 17000, 17000, 17000, 40
09/26/19, 17000, 17000, 16950, 16950, 25
09/25/19, 17050, 17050, 17000, 17000, 89
09/24/19, 16850, 17250, 16800, 17000, 974
09/23/19, 16850, 16850, 16800, 16850, 66
09/20/19, 16850, 16850, 16850, 16850, 157
09/19/19, 16800, 16800, 16800, 16800, 27
09/18/19, 16800, 16850, 16700, 16850, 620
09/17/19, 16800, 16800, 16800, 16800, 9
09/16/19, 16750, 16800, 16750, 16800, 822
09/13/19, 16650, 16700, 16600, 16700, 22
09/12/19, 16700, 16750, 16700, 16750, 41
09/11/19, 16700, 16700, 16600, 16700, 60
09/10/19, 16750, 16750, 16650, 16650, 13
09/09/19, 16700, 16750, 16700, 16700, 238
09/06/19, 16650, 16750, 16650, 16750, 525
09/05/19, 16650, 16650, 16550, 16650, 340
09/04/19, 16600, 16700, 16500, 16700, 243
09/03/19, 16600, 16650, 16550, 16650, 166
09/02/19, 16650, 16650, 16600, 16600, 223
08/30/19, 16600, 16700, 16600, 16700, 25
08/29/19, 16650, 16700, 16650, 16650, 183
08/28/19, 16500, 16650, 16500, 16650, 91
08/27/19, 16600, 16650, 16500, 16500, 23
08/26/19, 16550, 16600, 16500, 16600, 743
08/23/19, 16450, 16550, 16400, 16550, 128
08/22/19, 16700, 16700, 16250, 16600, 1985
08/21/19, 16650, 16700, 16650, 16700, 76
08/16/19, 16650, 16650, 16600, 16600, 80
08/15/19, 16600, 16700, 16600, 16650, 302
08/14/19, 16650, 16700, 16650, 16700, 124
08/13/19, 16650, 16650, 16600, 16650, 297
08/12/19, 16600, 16650, 16500, 16650, 374
08/09/19, 16600, 16700, 16500, 16700, 143
08/08/19, 16600, 16700, 16500, 16550, 209
08/07/19, 16600, 16600, 16500, 16600, 227
08/06/19, 16800, 16850, 16550, 16750, 957
08/05/19, 16750, 16800, 16750, 16800, 350
08/02/19, 16800, 16800, 16600, 16600, 275
08/01/19, 16800, 16800, 16750, 16800, 288
07/31/19, 16800, 16800, 16750, 16800, 136
07/30/19, 16800, 16800, 16750, 16750, 136
07/29/19, 16800, 16850, 16750, 16800, 296
07/26/19, 16800, 16850, 16700, 16750, 499
07/25/19, 16800, 16850, 16350, 16800, 1140
07/24/19, 16800, 16800, 16650, 16800, 142
07/23/19, 16700, 16800, 16700, 16800, 192
07/22/19, 16650, 16700, 16650, 16700, 158
07/19/19, 16700, 16700, 16500, 16650, 295
07/18/19, 16650, 16800, 16550, 16550, 520
07/17/19, 16800, 16800, 16700, 16800, 355
07/16/19, 17100, 17100, 16150, 16800, 2671
07/15/19, 17800, 17800, 17450, 17500, 557
07/12/19, 17650, 17700, 17550, 17700, 1016
07/11/19, 17650, 17750, 17600, 17650, 268
07/10/19, 17650, 17700, 17600, 17650, 158
07/09/19, 17750, 17750, 17600, 17650, 92
07/08/19, 17700, 17750, 17500, 17550, 629
07/05/19, 17500, 17700, 17500, 17700, 149
07/04/19, 17850, 17850, 17500, 17500, 1055
07/03/19, 17700, 17900, 17600, 17600, 776
07/02/19, 17900, 17900, 17500, 17550, 1821
07/01/19, 17850, 17900, 17850, 17900, 149
06/28/19, 17950, 17950, 17800, 17800, 83
06/27/19, 17850, 18000, 17850, 17950, 524
06/26/19, 17650, 17950, 17550, 17850, 1436
06/25/19, 17650, 17700, 17650, 17700, 392
06/24/19, 17650, 17650, 17500, 17650, 190
06/21/19, 17650, 17700, 17650, 17700, 206
06/20/19, 17650, 17650, 17650, 17650, 21
06/19/19, 17700, 17700, 17650, 17650, 6
06/18/19, 17650, 17650, 17500, 17500, 126
06/17/19, 17500, 17650, 17500, 17500, 23
06/14/19, 17550, 17650, 17500, 17600, 159
06/13/19, 17550, 17600, 17500, 17550, 812
06/12/19, 17700, 17700, 17550, 17550, 379
06/11/19, 17650, 17650, 17500, 17600, 243
06/07/19, 17650, 17650, 17550, 17550, 165
06/06/19, 17700, 17700, 17650, 17650, 36
06/05/19, 17500, 17700, 17500, 17600, 259
06/04/19, 17650, 17650, 17500, 17550, 691
06/03/19, 17700, 17700, 17600, 17650, 102
05/31/19, 17550, 17650, 17500, 17500, 809
05/30/19, 17650, 17650, 17550, 17550, 121
05/29/19, 17650, 17650, 17550, 17650, 26
05/28/19, 17550, 17650, 17550, 17650, 64
05/27/19, 17650, 17700, 17550, 17650, 102
05/24/19, 17700, 17700, 17650, 17650, 78
05/23/19, 17550, 17700, 17500, 17500, 472
05/22/19, 17550, 17550, 17500, 17550, 120
05/21/19, 17500, 17550, 17400, 17550, 566
05/20/19, 17500, 17500, 17450, 17450, 270
05/17/19, 17500, 17500, 17500, 17500, 119
05/16/19, 17500, 17500, 17500, 17500, 101
05/15/19, 17450, 17500, 17450, 17500, 85
05/14/19, 17450, 17500, 17300, 17500, 388
05/13/19, 17450, 17500, 17400, 17400, 74
05/10/19, 17400, 17500, 17400, 17500, 24
05/09/19, 17450, 17500, 17400, 17400, 120
05/08/19, 17450, 17500, 17450, 17500, 6
05/07/19, 17450, 17450, 17400, 17400, 10
05/06/19, 17400, 17400, 17350, 17400, 265
05/03/19, 17500, 17500, 17400, 17400, 258
05/02/19, 17500, 17500, 17400, 17400, 182
04/30/19, 17400, 17450, 17400, 17450, 29
04/29/19, 17500, 17500, 17250, 17450, 327
04/26/19, 17400, 17500, 17250, 17450, 348
04/25/19, 17400, 17400, 17250, 17300, 273
04/24/19, 17450, 17450, 17300, 17300, 243
04/23/19, 17450, 17450, 17300, 17300, 115
04/18/19, 17350, 17450, 17300, 17300, 2347
04/17/19, 17500, 17500, 17500, 17500, 143
04/16/19, 17400, 17400, 17300, 17300, 110
04/12/19, 17500, 17500, 17300, 17300, 18
04/11/19, 17450, 17500, 17450, 17500, 177
04/10/19, 17450, 17450, 17250, 17250, 256
04/09/19, 17400, 17450, 17400, 17450, 358
04/08/19, 17400, 17400, 17300, 17300, 50
04/05/19, 17350, 17400, 17250, 17400, 77
04/04/19, 17400, 17400, 17400, 17400, 40
04/03/19, 17350, 17350, 17350, 17350, 198
04/02/19, 17300, 17400, 17300, 17400, 246
04/01/19, 17250, 17300, 17200, 17200, 580
03/29/19, 17300, 17300, 17300, 17300, 124
03/28/19, 17300, 17300, 17300, 17300, 4
03/27/19, 17300, 17300, 17300, 17300, 36
03/26/19, 17250, 17250, 17150, 17250, 7
03/25/19, 17250, 17250, 17150, 17250, 56
03/22/19, 17250, 17250, 17250, 17250, 120
03/21/19, 17300, 17300, 17300, 17300, 165
03/20/19, 17100, 17200, 17100, 17200, 93
03/19/19, 17100, 17200, 17100, 17100, 128
03/18/19, 17150, 17250, 17100, 17250, 71
03/14/19, 17250, 17250, 17200, 17250, 180
03/13/19, 17300, 17300, 17300, 17300, 700
03/12/19, 17150, 17300, 17150, 17300, 54
03/11/19, 17250, 17250, 17250, 17250, 26
03/08/19, 17250, 17250, 17250, 17250, 40
03/07/19, 17200, 17250, 17200, 17200, 174
03/06/19, 17250, 17250, 17200, 17200, 243
03/05/19, 17250, 17250, 17250, 17250, 42
03/04/19, 17050, 17250, 17050, 17250, 79
03/01/19, 17000, 17150, 17000, 17150, 208
02/28/19, 17200, 17200, 17000, 17050, 269
02/27/19, 17200, 17200, 17200, 17200, 2
02/26/19, 17200, 17200, 17000, 17150, 618
02/25/19, 17100, 17250, 17000, 17150, 633
02/22/19, 17050, 17100, 17000, 17100, 819
02/21/19, 17250, 17250, 17050, 17250, 553
02/20/19, 17300, 17300, 17250, 17250, 116
02/19/19, 17200, 17300, 17200, 17250, 142
02/18/19, 17200, 17200, 17000, 17200, 219
02/15/19, 17250, 17250, 17200, 17200, 17
02/14/19, 17050, 17350, 17050, 17250, 675
02/13/19, 17100, 17100, 16950, 17050, 882
02/12/19, 17100, 17100, 16950, 17100, 464
02/11/19, 17100, 17100, 16950, 17000, 314
02/08/19, 17000, 17150, 17000, 17000, 418
02/07/19, 17000, 17200, 17000, 17000, 434
02/06/19, 17300, 17450, 17100, 17100, 1399
02/05/19, 17300, 17300, 17300, 17300, 5
02/04/19, 17250, 17300, 17100, 17100, 644
02/01/19, 17200, 17250, 17100, 17250, 41
01/31/19, 17250, 17250, 17100, 17200, 814
01/30/19, 17400, 17400, 17100, 17300, 555
01/29/19, 17350, 17350, 17350, 17350, 141
01/28/19, 17300, 17350, 17300, 17350, 129
01/25/19, 17300, 17300, 17300, 17300, 34
01/24/19, 17250, 17300, 17250, 17300, 89
01/23/19, 17250, 17300, 17100, 17300, 1194
01/22/19, 17250, 17250, 17150, 17150, 29
01/21/19, 17150, 17150, 17150, 17150, 282
01/18/19, 17150, 17150, 17000, 17150, 285
01/17/19, 17100, 17100, 17100, 17100, 218
01/16/19, 17150, 17150, 17050, 17050, 924
01/15/19, 17200, 17300, 17050, 17100, 624
01/14/19, 17200, 17300, 17200, 17200, 164
01/11/19, 17200, 17200, 17050, 17050, 607
01/10/19, 17300, 17300, 17250, 17250, 451
01/09/19, 17100, 17350, 17100, 17200, 370
01/08/19, 17200, 17300, 17100, 17300, 927
01/07/19, 17250, 17300, 17200, 17200, 120
01/04/19, 17250, 17300, 17200, 17300, 817
01/03/19, 17200, 17250, 17100, 17100, 199
01/02/19, 17250, 17300, 17250, 17250, 116
12/28/18, 17250, 17250, 17200, 17200, 35
12/27/18, 17250, 17300, 17000, 17000, 109
12/21/18, 17150, 17250, 17150, 17150, 460
12/20/18, 17000, 17150, 17000, 17100, 143
12/19/18, 16950, 17000, 16900, 17000, 87
12/18/18, 17000, 17000, 17000, 17000, 130
12/17/18, 16900, 17000, 16900, 17000, 139
12/14/18, 16950, 17000, 16950, 17000, 106
12/13/18, 16900, 16900, 16800, 16800, 200
12/12/18, 16950, 16950, 16900, 16950, 239
12/11/18, 16900, 16900, 16850, 16850, 41
12/10/18, 16950, 16950, 16900, 16900, 63
12/07/18, 16900, 16900, 16900, 16900, 246
12/06/18, 16950, 16950, 16900, 16900, 361
12/05/18, 16900, 16950, 16900, 16950, 433
12/04/18, 16900, 16900, 16900, 16900, 52
12/03/18, 16900, 16900, 16800, 16800, 177
11/30/18, 16800, 16850, 16800, 16800, 677
11/29/18, 16650, 16850, 16650, 16800, 371
11/28/18, 16650, 16700, 16650, 16700, 214
11/27/18, 16650, 16650, 16650, 16650, 210
11/26/18, 16600, 16700, 16550, 16550, 149
11/23/18, 16600, 16600, 16550, 16550, 62
11/22/18, 16700, 16700, 16650, 16650, 14
11/21/18, 16700, 16850, 16550, 16600, 741
11/20/18, 16550, 16700, 16500, 16500, 866
11/19/18, 16650, 16650, 16600, 16650, 106
11/16/18, 16600, 16650, 16600, 16600, 165
11/15/18, 16600, 16650, 16550, 16650, 97
11/14/18, 16650, 16700, 16650, 16650, 872
11/13/18, 16700, 16700, 16600, 16600, 76
11/12/18, 16700, 16700, 16500, 16500, 348
11/09/18, 16650, 16650, 16550, 16650, 155
11/08/18, 16600, 16700, 16600, 16600, 264
11/07/18, 16600, 16700, 16500, 16600, 559
11/06/18, 16500, 16500, 16500, 16500, 226
11/05/18, 16700, 16700, 16650, 16650, 421
10/31/18, 16700, 16700, 16700, 16700, 1
10/30/18, 16700, 16700, 16700, 16700, 6
10/29/18, 16800, 16800, 16800, 16800, 10
10/26/18, 16650, 16800, 16650, 16800, 632
10/25/18, 16550, 16650, 16550, 16650, 150
10/24/18, 16550, 16600, 16450, 16450, 110
10/19/18, 16500, 16550, 16500, 16550, 69
10/18/18, 16300, 16500, 16300, 16500, 322
10/17/18, 16450, 16450, 16450, 16450, 29
10/16/18, 16750, 16750, 16150, 16150, 1060
10/15/18, 16700, 16700, 16400, 16400, 1415
10/12/18, 16700, 16750, 16700, 16750, 125
10/11/18, 16750, 16800, 16650, 16650, 157
10/09/18, 16800, 16800, 16700, 16800, 289
10/08/18, 16850, 16850, 16800, 16800, 70
10/05/18, 16750, 16850, 16750, 16850, 122
10/04/18, 16800, 16800, 16800, 16800, 205
10/03/18, 16850, 16850, 16700, 16700, 595
10/02/18, 16800, 16800, 16800, 16800, 60
10/01/18, 16800, 16800, 16650, 16800, 23
09/28/18, 16700, 16800, 16550, 16550, 254
09/27/18, 16700, 16700, 16650, 16650, 299
09/26/18, 16650, 16700, 16600, 16700, 399
09/25/18, 16650, 16650, 16650, 16650, 135
09/24/18, 16500, 16650, 16500, 16650, 53
09/21/18, 16550, 16650, 16500, 16500, 580
09/20/18, 16600, 16700, 16450, 16700, 271
09/19/18, 16650, 16650, 16650, 16650, 32
09/18/18, 16650, 16650, 16500, 16500, 239
09/17/18, 16600, 16650, 16550, 16600, 328
09/14/18, 16800, 16800, 16450, 16750, 1722
09/13/18, 16800, 16800, 16200, 16750, 1784
09/12/18, 16900, 16900, 16900, 16900, 50
09/11/18, 16900, 16950, 16900, 16900, 96
09/10/18, 16800, 16950, 16800, 16900, 117
09/07/18, 16850, 16850, 16800, 16800, 150
09/06/18, 16950, 16950, 16850, 16900, 285
09/05/18, 16900, 16950, 16800, 16950, 109
09/04/18, 16850, 16850, 16800, 16850, 209
09/03/18, 16900, 16900, 16850, 16850, 603
08/31/18, 16900, 16950, 16850, 16900, 177
08/30/18, 16850, 16900, 16850, 16850, 637
08/29/18, 16950, 16950, 16800, 16800, 894
08/28/18, 16900, 16950, 16800, 16950, 168
08/27/18, 16900, 16900, 16900, 16900, 55
08/24/18, 16800, 16900, 16800, 16900, 40
08/23/18, 16850, 16950, 16800, 16850, 470
08/22/18, 16950, 16950, 16850, 16950, 296
08/21/18, 17000, 17100, 16900, 16950, 321
08/17/18, 17000, 17000, 16900, 17000, 51
08/16/18, 16950, 17000, 16900, 17000, 507
08/15/18, 16900, 16950, 16850, 16900, 431
08/14/18, 16950, 16950, 16850, 16850, 183
08/13/18, 16950, 16950, 16950, 16950, 80
08/10/18, 16850, 16850, 16850, 16850, 12
08/09/18, 16900, 16950, 16900, 16950, 213
08/08/18, 16900, 16900, 16900, 16900, 43
08/07/18, 16800, 16850, 16800, 16850, 138
08/06/18, 16800, 16850, 16750, 16850, 226
08/03/18, 16800, 16800, 16750, 16800, 451
08/02/18, 16750, 16800, 16700, 16800, 214
08/01/18, 16800, 16800, 16750, 16750, 63
07/31/18, 16700, 16750, 16700, 16700, 101
07/30/18, 16700, 16700, 16600, 16650, 618
07/27/18, 16700, 16700, 16600, 16650, 1161
07/26/18, 16650, 16700, 16600, 16700, 162
07/25/18, 16700, 16700, 16550, 16550, 442
07/24/18, 16850, 16850, 16500, 16800, 151
07/23/18, 16600, 16850, 16500, 16800, 1091
07/20/18, 16650, 16650, 16600, 16650, 311
07/19/18, 16600, 16700, 16500, 16650, 509
07/18/18, 16600, 16650, 16550, 16650, 123
07/17/18, 16750, 16750, 16500, 16550, 1598
07/16/18, 17650, 17650, 17550, 17550, 347
07/13/18, 17600, 17650, 17500, 17650, 313
07/12/18, 17650, 17650, 17500, 17650, 882
07/11/18, 17650, 17700, 17600, 17650, 614
07/10/18, 17550, 17650, 17550, 17650, 34
07/09/18, 17650, 17700, 17550, 17550, 223
07/06/18, 17700, 17700, 17650, 17650, 150
07/05/18, 17650, 17700, 17650, 17650, 316
07/04/18, 17700, 17700, 17500, 17700, 604
07/03/18, 17650, 17650, 17600, 17650, 330
07/02/18, 17700, 17750, 17550, 17650, 630
06/29/18, 17600, 17600, 17550, 17550, 65
06/28/18, 17600, 17600, 17550, 17600, 804
06/27/18, 17600, 17600, 17400, 17500, 458
06/26/18, 17600, 17600, 17600, 17600, 153
06/25/18, 17700, 17700, 17600, 17600, 25
06/22/18, 17750, 17750, 17750, 17750, 28
06/21/18, 17650, 17750, 17600, 17750, 335
06/20/18, 17600, 17650, 17450, 17500, 208
06/19/18, 17600, 17650, 17500, 17500, 183
06/18/18, 17600, 17650, 17550, 17600, 158
06/15/18, 17600, 17650, 17600, 17650, 30
06/14/18, 17650, 17650, 17550, 17650, 41
06/13/18, 17600, 17650, 17600, 17650, 264
06/12/18, 17650, 17650, 17650, 17650, 172
06/11/18, 17650, 17650, 17500, 17650, 806
06/08/18, 17650, 17650, 17500, 17500, 71
06/07/18, 17750, 17750, 17500, 17650, 737
06/06/18, 17750, 17750, 17500, 17500, 472
06/05/18, 17700, 17750, 17700, 17750, 53
06/04/18, 17700, 17750, 17600, 17750, 355
06/01/18, 17600, 17700, 17600, 17700, 117
05/31/18, 17600, 17600, 17550, 17550, 37
05/30/18, 17450, 17550, 17400, 17550, 173
05/29/18, 17700, 17700, 17350, 17450, 595
05/28/18, 17550, 17700, 17550, 17700, 79
05/25/18, 17550, 17700, 17550, 17550, 582
05/24/18, 17350, 17600, 17350, 17550, 933
05/23/18, 17350, 17400, 17350, 17400, 139
05/22/18, 17450, 17450, 17250, 17250, 267
05/18/18, 17450, 17450, 17250, 17450, 105
05/17/18, 17450, 17450, 17250, 17400, 390
05/16/18, 17450, 17450, 17300, 17300, 445
05/15/18, 17400, 17400, 17300, 17400, 60
05/11/18, 17300, 17400, 17300, 17400, 355
05/10/18, 17350, 17350, 17300, 17350, 498
05/09/18, 17400, 17450, 17400, 17400, 667
05/08/18, 17300, 17400, 17250, 17250, 120
05/07/18, 17300, 17300, 17300, 17300, 93
05/04/18, 17400, 17400, 17300, 17350, 238
05/03/18, 17450, 17450, 17300, 17300, 124
05/02/18, 17300, 17300, 17250, 17250, 17
04/27/18, 17400, 17400, 17300, 17300, 355
04/26/18, 17350, 17350, 17350, 17350, 40
04/25/18, 17350, 17350, 17350, 17350, 60
04/24/18, 17300, 17400, 17300, 17400, 118
04/23/18, 17300, 17450, 17300, 17300, 134
04/20/18, 17450, 17450, 17300, 17400, 66
04/19/18, 17350, 17400, 17350, 17350, 136
04/18/18, 17450, 17450, 17400, 17400, 154
04/17/18, 17400, 17400, 17350, 17350, 29
04/16/18, 17400, 17400, 17300, 17400, 98
04/13/18, 17400, 17400, 17250, 17400, 58
04/12/18, 17400, 17400, 17300, 17300, 145
04/11/18, 17250, 17300, 17200, 17200, 616
04/10/18, 17350, 17350, 17300, 17300, 33
04/09/18, 17400, 17450, 17300, 17350, 265
04/06/18, 17350, 17350, 17350, 17350, 26
04/05/18, 17250, 17400, 17250, 17350, 123
04/04/18, 17350, 17350, 17150, 17300, 187
04/03/18, 17200, 17300, 17200, 17300, 319
03/29/18, 17300, 17300, 17200, 17200, 375
03/28/18, 17300, 17350, 17300, 17350, 21
03/27/18, 17350, 17350, 17300, 17300, 127
03/26/18, 17350, 17350, 17300, 17350, 192
03/23/18, 17300, 17350, 17250, 17250, 122
03/22/18, 17300, 17300, 17250, 17250, 93
03/21/18, 17350, 17350, 17200, 17200, 44
03/20/18, 17300, 17300, 17300, 17300, 3
03/19/18, 17350, 17350, 17200, 17200, 299
03/14/18, 17300, 17300, 17200, 17200, 81
03/13/18, 17300, 17350, 17300, 17300, 71
03/12/18, 17250, 17300, 17250, 17300, 965
03/09/18, 17250, 17250, 17100, 17250, 103
03/08/18, 17100, 17100, 17100, 17100, 286
03/07/18, 17200, 17300, 16950, 17100, 1790
03/06/18, 17300, 17300, 17200, 17200, 272
03/05/18, 17200, 17350, 17150, 17350, 580
03/02/18, 17150, 17400, 17150, 17400, 217
03/01/18, 17400, 17400, 17200, 17200, 535
02/28/18, 17300, 17400, 17300, 17400, 5
02/27/18, 17450, 17500, 17350, 17400, 184
02/26/18, 17400, 17500, 17400, 17450, 317
02/23/18, 17450, 17450, 17450, 17450, 29
02/22/18, 17400, 17450, 17350, 17350, 310
02/21/18, 17400, 17400, 17300, 17400, 160
02/20/18, 17350, 17400, 17350, 17400, 81
02/19/18, 17400, 17450, 17300, 17450, 312
02/16/18, 17400, 17450, 17400, 17450, 24
02/15/18, 17500, 17500, 17400, 17400, 29
02/14/18, 17400, 17450, 17400, 17400, 126
02/13/18, 17500, 17500, 17450, 17450, 95
02/12/18, 17500, 17500, 17400, 17400, 164
02/09/18, 17500, 17500, 17400, 17400, 307
02/08/18, 17500, 17500, 17450, 17500, 91
02/07/18, 17600, 17600, 17400, 17500, 271
02/06/18, 17400, 17550, 17350, 17550, 359
02/05/18, 17650, 17650, 17450, 17450, 190
02/02/18, 17700, 17700, 17600, 17700, 95
02/01/18, 17600, 17700, 17600, 17700, 158
01/31/18, 17600, 17700, 17600, 17700, 25866
01/30/18, 17550, 17600, 17500, 17500, 650
01/29/18, 17600, 17600, 17550, 17550, 243
01/26/18, 17500, 17600, 17500, 17600, 697
01/25/18, 17450, 17500, 17450, 17500, 672
01/24/18, 17350, 17450, 17350, 17450, 493
01/23/18, 17300, 17300, 17300, 17300, 164
01/22/18, 17250, 17350, 17200, 17350, 460
01/19/18, 17200, 17300, 17200, 17300, 515
01/18/18, 17050, 17200, 17050, 17200, 359
01/17/18, 17050, 17100, 17050, 17050, 84
01/16/18, 17050, 17050, 17000, 17000, 53
01/15/18, 17000, 17050, 17000, 17000, 255
01/12/18, 17000, 17000, 17000, 17000, 192
01/11/18, 17000, 17000, 16900, 16900, 672
01/10/18, 16950, 17000, 16900, 17000, 505
01/09/18, 16900, 16950, 16850, 16950, 270
01/08/18, 16850, 16900, 16850, 16900, 111
01/05/18, 16800, 16850, 16750, 16750, 1213
01/04/18, 16800, 16800, 16750, 16800, 765
01/03/18, 16750, 16750, 16700, 16750, 523
01/02/18, 16300, 16800, 16000, 16750, 2259
12/29/17, 16800, 16800, 16750, 16750, 790
12/28/17, 16795, 16795, 16750, 16785, 321
12/27/17, 16750, 16815, 16750, 16800, 831
12/22/17, 16750, 16790, 16680, 16705, 1100
12/21/17, 16795, 16795, 16695, 16790, 1189
12/20/17, 16710, 16900, 16690, 16800, 1579
12/19/17, 16750, 16750, 16710, 16750, 285
12/18/17, 16750, 16780, 16700, 16775, 1278
12/15/17, 16730, 16750, 16705, 16720, 851
12/14/17, 16780, 16780, 16705, 16705, 195
12/13/17, 16750, 16770, 16705, 16750, 525
12/12/17, 16790, 16790, 16740, 16790, 90
12/11/17, 16770, 16770, 16740, 16740, 951
12/08/17, 16795, 16800, 16740, 16740, 363
12/07/17, 16750, 16780, 16740, 16780, 270
12/06/17, 16745, 16760, 16725, 16750, 122
12/05/17, 16740, 16745, 16740, 16745, 157
12/04/17, 16750, 16750, 16705, 16745, 78
12/01/17, 16750, 16750, 16740, 16740, 914
11/30/17, 16740, 16795, 16700, 16750, 1943
11/29/17, 16700, 16800, 16665, 16740, 510
11/28/17, 16700, 16800, 16700, 16700, 417
11/27/17, 16770, 16770, 16670, 16670, 250
11/24/17, 16790, 16830, 16670, 16730, 253
11/23/17, 16675, 16795, 16650, 16795, 1405
11/22/17, 16750, 16750, 16660, 16660, 193
11/21/17, 16750, 16785, 16750, 16785, 170
11/20/17, 16750, 16800, 16700, 16790, 1030
11/17/17, 16800, 16890, 16800, 16800, 160
11/16/17, 16800, 16800, 16800, 16800, 119
11/15/17, 16700, 16700, 16650, 16700, 671
11/14/17, 16800, 16800, 16700, 16700, 131
11/13/17, 16750, 16800, 16700, 16750, 1236
11/10/17, 16795, 16795, 16720, 16720, 72
11/09/17, 16725, 16800, 16705, 16750, 1036
11/08/17, 16750, 16755, 16725, 16755, 473
11/07/17, 16750, 16800, 16710, 16710, 598
11/06/17, 16730, 16900, 16705, 16750, 821
11/03/17, 16910, 16910, 16730, 16750, 126
11/02/17, 16710, 16900, 16710, 16900, 548
10/31/17, 16750, 16750, 16705, 16705, 94
10/30/17, 16750, 16795, 16700, 16750, 401
10/27/17, 16750, 16750, 16730, 16750, 41
10/26/17, 16750, 16750, 16700, 16700, 208
10/25/17, 16745, 16750, 16745, 16750, 169
10/24/17, 16750, 16750, 16705, 16745, 316
10/20/17, 16800, 16800, 16725, 16750, 270
10/19/17, 16750, 16750, 16730, 16750, 577
10/18/17, 16800, 16800, 16720, 16750, 875
10/17/17, 16750, 16850, 16750, 16800, 2275
10/16/17, 16760, 16820, 16750, 16820, 532
10/13/17, 16795, 16850, 16750, 16750, 127
10/12/17, 16795, 16795, 16720, 16750, 163
10/11/17, 16800, 16800, 16750, 16795, 92
10/10/17, 16800, 16800, 16730, 16800, 67
10/09/17, 16800, 16800, 16750, 16800, 185
10/06/17, 16795, 16800, 16795, 16800, 55
10/05/17, 16800, 16800, 16710, 16750, 173
10/04/17, 16750, 16835, 16705, 16835, 471
10/03/17, 16770, 16800, 16700, 16705, 259
10/02/17, 16750, 16750, 16740, 16750, 282
09/29/17, 16750, 16800, 16750, 16750, 230
09/28/17, 16750, 16750, 16750, 16750, 77
09/27/17, 16710, 16790, 16680, 16750, 346
